State1,State2,SKU
Don't Colorado,My Alabama,D-CO-M-AL
Don't Colorado,My Alaska,D-CO-M-AK
Don't Colorado,My Arizona,D-CO-M-AZ
Don't Colorado,My Arkansas,D-CO-M-AR
Don't Colorado,My California,D-CO-M-CA
Don't Colorado,My Colorado,D-CO-M-CO
Don't Colorado,My Connecticut,D-CO-M-CT
Don't Colorado,My Delaware,D-CO-M-DE
Don't Colorado,My Florida,D-CO-M-FL
Don't Colorado,My Georgia,D-CO-M-GA
Don't Colorado,My Hawaii,D-CO-M-HI
Don't Colorado,My Idaho,D-CO-M-ID
Don't Colorado,My Illinois,D-CO-M-IL
Don't Colorado,My Indiana,D-CO-M-IN
Don't Colorado,My Iowa,D-CO-M-IA
Don't Colorado,My Kansas,D-CO-M-KS
Don't Colorado,My Kentucky,D-CO-M-KY
Don't Colorado,My Louisiana,D-CO-M-LA
Don't Colorado,My Maine,D-CO-M-ME
Don't Colorado,My Maryland,D-CO-M-MD
Don't Colorado,My Massachusetts,D-CO-M-MA
Don't Colorado,My Michigan,D-CO-M-MI
Don't Colorado,My Minnesota,D-CO-M-MN
Don't Colorado,My Mississippi,D-CO-M-MS
Don't Colorado,My Missouri,D-CO-M-MO
Don't Colorado,My Montana,D-CO-M-MT
Don't Colorado,My Nebraska,D-CO-M-NE
Don't Colorado,My Nevada,D-CO-M-NV
Don't Colorado,My New Hampshire,D-CO-M-NH
Don't Colorado,My New Jersey,D-CO-M-NJ
Don't Colorado,My New Mexico,D-CO-M-NM
Don't Colorado,My New York,D-CO-M-NY
Don't Colorado,My North Carolina,D-CO-M-NC
Don't Colorado,My North Dakota,D-CO-M-ND
Don't Colorado,My Ohio,D-CO-M-OH
Don't Colorado,My Oklahoma,D-CO-M-OK
Don't Colorado,My Oregon,D-CO-M-OR
Don't Colorado,My Pennsylvania,D-CO-M-PA
Don't Colorado,My Rhode Island,D-CO-M-RI
Don't Colorado,My South Carolina,D-CO-M-SC
Don't Colorado,My South Dakota,D-CO-M-SD
Don't Colorado,My Tennessee,D-CO-M-TN
Don't Colorado,My Texas,D-CO-M-TX
Don't Colorado,My Utah,D-CO-M-UT
Don't Colorado,My Vermont,D-CO-M-VT
Don't Colorado,My Virginia,D-CO-M-VA
Don't Colorado,My Washington,D-CO-M-WA
Don't Colorado,My West Virginia,D-CO-M-WV
Don't Colorado,My Wisconsin,D-CO-M-WI
Don't Colorado,My Wyoming,D-CO-M-WY
Don't Connecticut,My Alabama,D-CT-M-AL
Don't Connecticut,My Alaska,D-CT-M-AK
Don't Connecticut,My Arizona,D-CT-M-AZ
Don't Connecticut,My Arkansas,D-CT-M-AR
Don't Connecticut,My California,D-CT-M-CA
Don't Connecticut,My Colorado,D-CT-M-CO
Don't Connecticut,My Connecticut,D-CT-M-CT
Don't Connecticut,My Delaware,D-CT-M-DE
Don't Connecticut,My Florida,D-CT-M-FL
Don't Connecticut,My Georgia,D-CT-M-GA
Don't Connecticut,My Hawaii,D-CT-M-HI
Don't Connecticut,My Idaho,D-CT-M-ID
Don't Connecticut,My Illinois,D-CT-M-IL
Don't Connecticut,My Indiana,D-CT-M-IN
Don't Connecticut,My Iowa,D-CT-M-IA
Don't Connecticut,My Kansas,D-CT-M-KS
Don't Connecticut,My Kentucky,D-CT-M-KY
Don't Connecticut,My Louisiana,D-CT-M-LA
Don't Connecticut,My Maine,D-CT-M-ME
Don't Connecticut,My Maryland,D-CT-M-MD
Don't Connecticut,My Massachusetts,D-CT-M-MA
Don't Connecticut,My Michigan,D-CT-M-MI
Don't Connecticut,My Minnesota,D-CT-M-MN
Don't Connecticut,My Mississippi,D-CT-M-MS
Don't Connecticut,My Missouri,D-CT-M-MO
Don't Connecticut,My Montana,D-CT-M-MT
Don't Connecticut,My Nebraska,D-CT-M-NE
Don't Connecticut,My Nevada,D-CT-M-NV
Don't Connecticut,My New Hampshire,D-CT-M-NH
Don't Connecticut,My New Jersey,D-CT-M-NJ
Don't Connecticut,My New Mexico,D-CT-M-NM
Don't Connecticut,My New York,D-CT-M-NY
Don't Connecticut,My North Carolina,D-CT-M-NC
Don't Connecticut,My North Dakota,D-CT-M-ND
